method,pair_a,pair_b,mechanism_category,shared_gene_count,pair_shared_genes
AtomPair,334,1186,Cell cycle/mitosis,4,15
AtomPair,334,1186,Nuclear receptor/xenobiotic,2,15
AtomPair,227,841,Cell cycle/mitosis,2,26
AtomPair,227,841,DNA damage/repair,1,26
AtomPair,227,841,PI3K/AKT/mTOR,1,26
AtomPair,1076,1435,Nuclear receptor/xenobiotic,2,8
AtomPair,976,1056,Cell cycle/mitosis,3,30
AtomPair,976,1056,Nuclear receptor/xenobiotic,2,30
AtomPair,580,1692,Cell cycle/mitosis,1,1
AtomPair,762,1073,Cell cycle/mitosis,2,35
AtomPair,762,1073,MAPK/RTK,1,35
AtomPair,762,1073,PI3K/AKT/mTOR,1,35
AtomPair,273,1119,Cell cycle/mitosis,2,31
AtomPair,273,1119,PI3K/AKT/mTOR,1,31
AtomPair,1220,1486,Cell cycle/mitosis,3,32
AtomPair,1220,1486,DNA damage/repair,1,32
AtomPair,1220,1486,MAPK/RTK,1,32
AtomPair,1220,1486,Nuclear receptor/xenobiotic,1,32
AtomPair,1220,1486,PI3K/AKT/mTOR,1,32
AtomPair,232,1196,Cell cycle/mitosis,1,26
AtomPair,232,1196,MAPK/RTK,1,26
AtomPair,232,1196,PI3K/AKT/mTOR,1,26
AtomPair,83,543,DNA damage/repair,1,8
AtomPair,205,1226,MAPK/RTK,2,16
AtomPair,205,1226,Nuclear receptor/xenobiotic,2,16
AtomPair,27,571,Cell cycle/mitosis,1,23
AtomPair,681,1338,Cell cycle/mitosis,2,18
AtomPair,1214,1649,MAPK/RTK,1,21
AtomPair,387,1236,Nuclear receptor/xenobiotic,2,27
AtomPair,387,1236,Cell cycle/mitosis,1,27
AtomPair,387,1236,DNA damage/repair,1,27
AtomPair,387,1236,MAPK/RTK,1,27
AtomPair,1060,1470,DNA damage/repair,3,10
AtomPair,1060,1470,Cell cycle/mitosis,1,10
AtomPair,218,1318,Lipid/transport state,1,15
AtomPair,218,1318,Nuclear receptor/xenobiotic,1,15
AtomPair,120,1486,Cell cycle/mitosis,1,29
AtomPair,120,1486,MAPK/RTK,1,29
AtomPair,120,1486,Nuclear receptor/xenobiotic,1,29
AtomPair,217,1052,Cell cycle/mitosis,1,12
AtomPair,320,387,Cell cycle/mitosis,2,12
AtomPair,320,387,MAPK/RTK,1,12
AtomPair,320,387,Nuclear receptor/xenobiotic,1,12
AtomPair,816,1460,Cell cycle/mitosis,1,11
AtomPair,0,481,PI3K/AKT/mTOR,2,27
AtomPair,0,481,Cell cycle/mitosis,1,27
AtomPair,116,1238,Cell cycle/mitosis,1,31
AtomPair,116,1238,MAPK/RTK,1,31
AtomPair,396,1043,Lipid/transport state,1,21
AtomPair,396,1043,Nuclear receptor/xenobiotic,1,21
AtomPair,396,1043,PI3K/AKT/mTOR,1,21
AtomPair,1226,1235,Cell cycle/mitosis,1,20
AtomPair,1226,1235,Nuclear receptor/xenobiotic,1,20
AtomPair,1226,1235,PI3K/AKT/mTOR,1,20
AtomPair,1236,1382,Cell cycle/mitosis,3,24
AtomPair,1236,1382,DNA damage/repair,1,24
AtomPair,187,514,Cell cycle/mitosis,4,21
AtomPair,187,514,DNA damage/repair,2,21
AtomPair,187,514,Nuclear receptor/xenobiotic,1,21
AtomPair,449,1043,Lipid/transport state,1,16
AtomPair,449,1043,PI3K/AKT/mTOR,1,16
AtomPair,33,1186,Cell cycle/mitosis,3,30
AtomPair,33,1186,Epigenetic/chromatin,1,30
AtomPair,33,1186,MAPK/RTK,1,30
AtomPair,33,1186,Microtubule,1,30
AtomPair,33,1186,Nuclear receptor/xenobiotic,1,30
AtomPair,33,1186,PI3K/AKT/mTOR,1,30
AtomPair,105,1719,Nuclear receptor/xenobiotic,2,16
AtomPair,105,1719,Cell cycle/mitosis,1,16
AtomPair,105,1719,MAPK/RTK,1,16
AtomPair,389,1081,Nuclear receptor/xenobiotic,4,18
AtomPair,555,1557,Cell cycle/mitosis,1,2
AtomPair,156,232,Nuclear receptor/xenobiotic,1,16
AtomPair,105,246,Cell cycle/mitosis,1,28
AtomPair,105,246,Nuclear receptor/xenobiotic,1,28
AtomPair,334,1598,Nuclear receptor/xenobiotic,1,5
AtomPair,1060,1338,Cell cycle/mitosis,1,7
AtomPair,273,1617,Cell cycle/mitosis,1,10
AtomPair,1236,1716,Cell cycle/mitosis,1,24
AtomPair,1236,1716,DNA damage/repair,1,24
AtomPair,1236,1716,PI3K/AKT/mTOR,1,24
AtomPair,570,1585,Cell cycle/mitosis,2,19
AtomPair,283,836,Cell cycle/mitosis,3,25
AtomPair,283,836,DNA damage/repair,1,25
AtomPair,283,836,Lipid/transport state,1,25
AtomPair,283,836,Microtubule,1,25
AtomPair,283,836,PI3K/AKT/mTOR,1,25
AtomPair,94,300,Cell cycle/mitosis,1,21
AtomPair,94,300,Lipid/transport state,1,21
AtomPair,613,1186,Cell cycle/mitosis,3,14
AtomPair,613,1186,Lipid/transport state,1,14
AtomPair,120,232,MAPK/RTK,2,28
AtomPair,120,232,Cell cycle/mitosis,1,28
AtomPair,592,1539,Cell cycle/mitosis,1,15
AtomPair,592,1539,DNA damage/repair,1,15
AtomPair,592,1539,Nuclear receptor/xenobiotic,1,15
AtomPair,681,1389,Cell cycle/mitosis,2,20
AtomPair,681,1389,MAPK/RTK,1,20
AtomPair,681,1389,Nuclear receptor/xenobiotic,1,20
AtomPair,681,1389,PI3K/AKT/mTOR,1,20
AtomPair,116,309,MAPK/RTK,2,33
AtomPair,116,309,Cell cycle/mitosis,1,33
AtomPair,116,309,Nuclear receptor/xenobiotic,1,33
AtomPair,1110,1220,DNA damage/repair,1,19
AtomPair,1110,1220,Epigenetic/chromatin,1,19
AtomPair,99,1805,Cell cycle/mitosis,2,13
AtomPair,99,1805,DNA damage/repair,1,13
AtomPair,387,528,Cell cycle/mitosis,1,31
AtomPair,387,528,DNA damage/repair,1,31
AtomPair,387,528,MAPK/RTK,1,31
AtomPair,387,528,Nuclear receptor/xenobiotic,1,31
AtomPair,51,1501,MAPK/RTK,1,10
AtomPair,246,436,Cell cycle/mitosis,2,23
AtomPair,200,820,Cell cycle/mitosis,2,24
AtomPair,200,820,MAPK/RTK,2,24
AtomPair,200,820,Nuclear receptor/xenobiotic,2,24
AtomPair,200,820,PI3K/AKT/mTOR,1,24
AtomPair,529,1637,Nuclear receptor/xenobiotic,1,21
AtomPair,1073,1787,Lipid/transport state,1,19
AtomPair,1073,1787,MAPK/RTK,1,19
AtomPair,1073,1787,PI3K/AKT/mTOR,1,19
AtomPair,681,1189,Cell cycle/mitosis,3,36
AtomPair,681,1189,Nuclear receptor/xenobiotic,2,36
AtomPair,681,1189,PI3K/AKT/mTOR,2,36
AtomPair,300,1420,Cell cycle/mitosis,1,30
AtomPair,300,1420,Lipid/transport state,1,30
AtomPair,300,1420,MAPK/RTK,1,30
AtomPair,1649,1719,Cell cycle/mitosis,2,15
AtomPair,570,673,Cell cycle/mitosis,2,19
AtomPair,534,1323,Cell cycle/mitosis,1,14
AtomPair,534,1323,Nuclear receptor/xenobiotic,1,14
AtomPair,227,1011,Cell cycle/mitosis,2,27
AtomPair,227,1011,PI3K/AKT/mTOR,2,27
AtomPair,227,1011,DNA damage/repair,1,27
AtomPair,174,528,MAPK/RTK,1,5
AtomPair,195,562,Cell cycle/mitosis,1,12
AtomPair,195,562,DNA damage/repair,1,12
AtomPair,195,562,Microtubule,1,12
AtomPair,334,1470,Cell cycle/mitosis,2,7
AtomPair,334,1470,DNA damage/repair,1,7
AtomPair,334,1470,Nuclear receptor/xenobiotic,1,7
AtomPair,273,1649,Cell cycle/mitosis,2,30
AtomPair,273,1649,MAPK/RTK,1,30
AtomPair,1503,1763,Cell cycle/mitosis,2,24
AtomPair,1503,1763,PI3K/AKT/mTOR,1,24
AtomPair,217,976,Cell cycle/mitosis,1,21
AtomPair,217,976,MAPK/RTK,1,21
AtomPair,217,976,Nuclear receptor/xenobiotic,1,21
AtomPair,672,1110,DNA damage/repair,1,24
AtomPair,672,1110,Epigenetic/chromatin,1,24
AtomPair,27,1236,Cell cycle/mitosis,1,21
AtomPair,27,1236,MAPK/RTK,1,21
AtomPair,120,1214,Epigenetic/chromatin,1,27
AtomPair,120,1214,MAPK/RTK,1,27
AtomPair,120,1214,Nuclear receptor/xenobiotic,1,27
AtomPair,794,1226,MAPK/RTK,2,13
AtomPair,794,1226,Nuclear receptor/xenobiotic,1,13
AtomPair,1238,1719,Cell cycle/mitosis,2,14
AtomPair,571,1220,Cell cycle/mitosis,1,32
AtomPair,571,1220,DNA damage/repair,1,32
AtomPair,571,1220,Lipid/transport state,1,32
AtomPair,571,1220,Nuclear receptor/xenobiotic,1,32
AtomPair,571,1220,PI3K/AKT/mTOR,1,32
AtomPair,83,1235,Cell cycle/mitosis,1,20
AtomPair,83,1235,DNA damage/repair,1,20
AtomPair,83,1235,PI3K/AKT/mTOR,1,20
AtomPair,302,1214,Cell cycle/mitosis,1,26
AtomPair,672,1489,Cell cycle/mitosis,1,25
AtomPair,672,1489,DNA damage/repair,1,25
AtomPair,320,1043,Nuclear receptor/xenobiotic,1,5
AtomPair,320,1043,PI3K/AKT/mTOR,1,5
AtomPair,402,1627,DNA damage/repair,2,14
AtomPair,402,1627,Nuclear receptor/xenobiotic,1,14
AtomPair,580,1637,Cell cycle/mitosis,1,3
AtomPair,794,1428,Cell cycle/mitosis,1,5
AtomPair,794,1428,Nuclear receptor/xenobiotic,1,5
AtomPair,794,1428,Proteostasis,1,5
AtomPair,685,1186,Cell cycle/mitosis,6,33
AtomPair,685,1186,Nuclear receptor/xenobiotic,3,33
AtomPair,685,1186,PI3K/AKT/mTOR,1,33
AtomPair,1486,1739,Cell cycle/mitosis,1,21
AtomPair,1486,1739,PI3K/AKT/mTOR,1,21
AtomPair,713,1186,Nuclear receptor/xenobiotic,3,19
AtomPair,713,1186,Microtubule,1,19
AtomPair,85,178,Epigenetic/chromatin,1,18
AtomPair,85,178,Lipid/transport state,1,18
AtomPair,85,178,Nuclear receptor/xenobiotic,1,18
AtomPair,1323,1382,Cell cycle/mitosis,3,26
AtomPair,1323,1382,DNA damage/repair,1,26
AtomPair,1069,1352,Cell cycle/mitosis,1,2
AtomPair,958,1169,Cell cycle/mitosis,1,13
AtomPair,958,1169,DNA damage/repair,1,13
AtomPair,303,672,Cell cycle/mitosis,1,34
AtomPair,303,672,Epigenetic/chromatin,1,34
AtomPair,303,672,MAPK/RTK,1,34
AtomPair,303,672,Nuclear receptor/xenobiotic,1,34
AtomPair,303,672,PI3K/AKT/mTOR,1,34
AtomPair,178,592,DNA damage/repair,1,14
AtomPair,479,1220,Cell cycle/mitosis,3,30
AtomPair,479,1220,MAPK/RTK,1,30
AtomPair,479,1220,Nuclear receptor/xenobiotic,1,30
AtomPair,479,1220,PI3K/AKT/mTOR,1,30
AtomPair,387,1763,Cell cycle/mitosis,1,25
AtomPair,841,1238,Cell cycle/mitosis,2,28
AtomPair,1238,1382,Cell cycle/mitosis,1,19
AtomPair,1486,1709,Cell cycle/mitosis,1,17
AtomPair,1486,1709,Nuclear receptor/xenobiotic,1,17
AtomPair,528,1220,Cell cycle/mitosis,3,39
AtomPair,528,1220,DNA damage/repair,1,39
AtomPair,528,1220,Lipid/transport state,1,39
AtomPair,528,1220,MAPK/RTK,1,39
AtomPair,528,1220,Nuclear receptor/xenobiotic,1,39
AtomPair,528,1220,PI3K/AKT/mTOR,1,39
AtomPair,336,436,Cell cycle/mitosis,1,35
AtomPair,336,436,DNA damage/repair,1,35
AtomPair,336,436,PI3K/AKT/mTOR,1,35
AtomPair,200,265,Nuclear receptor/xenobiotic,4,29
AtomPair,200,265,Cell cycle/mitosis,2,29
AtomPair,200,265,MAPK/RTK,1,29
AtomPair,200,265,PI3K/AKT/mTOR,1,29
AtomPair,534,681,Cell cycle/mitosis,1,10
AtomPair,534,681,Nuclear receptor/xenobiotic,1,10
AtomPair,105,1236,Cell cycle/mitosis,2,31
AtomPair,105,1236,Nuclear receptor/xenobiotic,2,31
AtomPair,105,1236,DNA damage/repair,1,31
AtomPair,105,1236,MAPK/RTK,1,31
AtomPair,105,1236,PI3K/AKT/mTOR,1,31
AtomPair,841,1235,Cell cycle/mitosis,1,18
AtomPair,841,1235,Nuclear receptor/xenobiotic,1,18
AtomPair,841,1235,PI3K/AKT/mTOR,1,18
AtomPair,1060,1104,Proteostasis,1,1
AtomPair,283,1716,Cell cycle/mitosis,1,28
AtomPair,283,1716,DNA damage/repair,1,28
AtomPair,283,1716,PI3K/AKT/mTOR,1,28
AtomPair,534,698,Epigenetic/chromatin,1,10
AtomPair,1080,1585,Cell cycle/mitosis,2,33
AtomPair,1080,1585,Nuclear receptor/xenobiotic,2,33
AtomPair,1080,1585,MAPK/RTK,1,33
AtomPair,1080,1585,PI3K/AKT/mTOR,1,33
AtomPair,278,1245,Cell cycle/mitosis,1,7
AtomPair,278,1245,DNA damage/repair,1,7
AtomPair,1238,1763,Cell cycle/mitosis,1,28
AtomPair,1238,1763,MAPK/RTK,1,28
AtomPair,1238,1763,Proteostasis,1,28
AtomPair,1043,1739,Lipid/transport state,1,20
AtomPair,1073,1079,MAPK/RTK,2,31
AtomPair,1073,1079,Cell cycle/mitosis,1,31
AtomPair,1073,1079,PI3K/AKT/mTOR,1,31
AtomPair,580,794,Cell cycle/mitosis,1,4
AtomPair,580,794,Nuclear receptor/xenobiotic,1,4
AtomPair,10,1474,Cell cycle/mitosis,1,6
AtomPair,10,1474,Microtubule,1,6
AtomPair,671,1754,Apoptosis,1,4
AtomPair,671,1754,MAPK/RTK,1,4
AtomPair,806,958,Nuclear receptor/xenobiotic,2,18
AtomPair,806,958,MAPK/RTK,1,18
AtomPair,806,958,Microtubule,1,18
AtomPair,227,1119,DNA damage/repair,2,27
AtomPair,227,1119,Cell cycle/mitosis,1,27
AtomPair,227,1119,PI3K/AKT/mTOR,1,27
AtomPair,794,1692,Cell cycle/mitosis,2,17
AtomPair,794,1692,DNA damage/repair,2,17
AtomPair,794,1692,MAPK/RTK,2,17
AtomPair,794,1692,Nuclear receptor/xenobiotic,2,17
AtomPair,51,283,Cell cycle/mitosis,2,27
AtomPair,51,283,Lipid/transport state,1,27
AtomPair,1060,1300,Cell cycle/mitosis,1,14
AtomPair,1060,1300,DNA damage/repair,1,14
AtomPair,1060,1300,Microtubule,1,14
AtomPair,449,1220,Cell cycle/mitosis,2,21
AtomPair,449,1220,Lipid/transport state,1,21
AtomPair,449,1220,Microtubule,1,21
AtomPair,449,1220,PI3K/AKT/mTOR,1,21
AtomPair,1338,1382,Cell cycle/mitosis,4,17
AtomPair,389,1787,Nuclear receptor/xenobiotic,5,26
AtomPair,1382,1649,Cell cycle/mitosis,2,17
AtomPair,1080,1189,Cell cycle/mitosis,2,32
AtomPair,1080,1189,Nuclear receptor/xenobiotic,2,32
AtomPair,1080,1189,PI3K/AKT/mTOR,1,32
AtomPair,83,1730,Cell cycle/mitosis,1,13
AtomPair,1382,1585,Cell cycle/mitosis,3,25
AtomPair,35,571,Nuclear receptor/xenobiotic,4,29
AtomPair,120,1561,MAPK/RTK,1,8
AtomPair,120,1561,Microtubule,1,8
AtomPair,83,1178,Cell cycle/mitosis,1,13
AtomPair,83,1178,DNA damage/repair,1,13
AtomPair,613,812,Cell cycle/mitosis,2,13
AtomPair,613,812,Lipid/transport state,1,13
AtomPair,613,812,MAPK/RTK,1,13
AtomPair,586,1235,Cell cycle/mitosis,1,16
AtomPair,586,1235,Nuclear receptor/xenobiotic,1,16
AtomPair,586,1235,PI3K/AKT/mTOR,1,16
AtomPair,421,1468,Cell cycle/mitosis,1,15
AtomPair,421,1468,Lipid/transport state,1,15
AtomPair,421,1468,MAPK/RTK,1,15
AtomPair,436,1119,Cell cycle/mitosis,1,22
AtomPair,436,1119,DNA damage/repair,1,22
AtomPair,436,1119,PI3K/AKT/mTOR,1,22
AtomPair,283,1835,Lipid/transport state,1,17
AtomPair,283,1835,Microtubule,1,17
AtomPair,1214,1585,Epigenetic/chromatin,1,21
AtomPair,1214,1585,Nuclear receptor/xenobiotic,1,21
AtomPair,187,450,Cell cycle/mitosis,4,32
AtomPair,187,450,DNA damage/repair,2,32
AtomPair,187,450,Microtubule,1,32
AtomPair,187,450,Nuclear receptor/xenobiotic,1,32
AtomPair,187,450,PI3K/AKT/mTOR,1,32
AtomPair,334,571,Nuclear receptor/xenobiotic,5,15
AtomPair,334,571,Cell cycle/mitosis,1,15
AtomPair,334,571,DNA damage/repair,1,15
AtomPair,881,1692,Cell cycle/mitosis,1,17
AtomPair,881,1692,MAPK/RTK,1,17
AtomPair,881,1692,Nuclear receptor/xenobiotic,1,17
AtomPair,881,1692,PI3K/AKT/mTOR,1,17
AtomPair,200,1805,Nuclear receptor/xenobiotic,2,13
AtomPair,200,1805,Cell cycle/mitosis,1,13
AtomPair,1394,1637,Nuclear receptor/xenobiotic,1,6
AtomPair,688,1719,Cell cycle/mitosis,2,16
AtomPair,688,1719,MAPK/RTK,1,16
AtomPair,688,1719,Nuclear receptor/xenobiotic,1,16
AtomPair,33,673,Cell cycle/mitosis,1,24
AtomPair,33,673,Epigenetic/chromatin,1,24
AtomPair,33,673,Nuclear receptor/xenobiotic,1,24
AtomPair,33,673,PI3K/AKT/mTOR,1,24
AtomPair,571,1489,Nuclear receptor/xenobiotic,3,26
AtomPair,571,1489,Cell cycle/mitosis,1,26
AtomPair,571,1489,DNA damage/repair,1,26
AtomPair,528,1649,Cell cycle/mitosis,2,24
AtomPair,1590,1754,Nuclear receptor/xenobiotic,1,2
AtomPair,83,1226,Cell cycle/mitosis,2,24
AtomPair,83,1226,Nuclear receptor/xenobiotic,2,24
AtomPair,698,1236,Cell cycle/mitosis,1,30
AtomPair,698,1236,MAPK/RTK,1,30
AtomPair,698,1236,Nuclear receptor/xenobiotic,1,30
AtomPair,698,1236,PI3K/AKT/mTOR,1,30
AtomPair,265,1805,Nuclear receptor/xenobiotic,3,18
AtomPair,265,1805,Cell cycle/mitosis,2,18
AtomPair,265,1805,Lipid/transport state,1,18
AtomPair,688,1523,Cell cycle/mitosis,2,12
AtomPair,688,1523,Nuclear receptor/xenobiotic,2,12
AtomPair,35,1220,Cell cycle/mitosis,1,26
AtomPair,35,1220,Nuclear receptor/xenobiotic,1,26
AtomPair,976,1052,Cell cycle/mitosis,1,13
AtomPair,976,1052,PI3K/AKT/mTOR,1,13
AtomPair,309,1486,Cell cycle/mitosis,2,32
AtomPair,309,1486,Nuclear receptor/xenobiotic,2,32
AtomPair,309,1486,MAPK/RTK,1,32
AtomPair,529,1585,Cell cycle/mitosis,2,29
AtomPair,529,1585,MAPK/RTK,2,29
AtomPair,529,1585,Nuclear receptor/xenobiotic,2,29
AtomPair,367,1420,Lipid/transport state,1,22
AtomPair,367,1420,MAPK/RTK,1,22
AtomPair,367,1420,Nuclear receptor/xenobiotic,1,22
AtomPair,562,635,Microtubule,1,3
AtomPair,958,1076,DNA damage/repair,1,6
AtomPair,1484,1581,Epigenetic/chromatin,1,13
AtomPair,105,1597,Nuclear receptor/xenobiotic,2,14
AtomPair,105,1597,Cell cycle/mitosis,1,14
AtomPair,105,1597,PI3K/AKT/mTOR,1,14
AtomPair,278,543,DNA damage/repair,1,6
AtomPair,379,586,Nuclear receptor/xenobiotic,2,22
AtomPair,379,586,Cell cycle/mitosis,1,22
AtomPair,379,586,MAPK/RTK,1,22
AtomPair,219,976,PI3K/AKT/mTOR,1,15
AtomPair,82,1052,PI3K/AKT/mTOR,1,9
AtomPair,227,1196,Cell cycle/mitosis,2,31
AtomPair,227,1196,PI3K/AKT/mTOR,2,31
AtomPair,227,1196,DNA damage/repair,1,31
AtomPair,958,1787,MAPK/RTK,2,23
AtomPair,958,1787,Nuclear receptor/xenobiotic,1,23
AtomPair,1080,1238,Cell cycle/mitosis,1,23
AtomPair,120,681,Cell cycle/mitosis,1,25
AtomPair,120,681,MAPK/RTK,1,25
AtomPair,120,681,Nuclear receptor/xenobiotic,1,25
AtomPair,0,1401,PI3K/AKT/mTOR,2,31
AtomPair,0,1401,Cell cycle/mitosis,1,31
AtomPair,0,1401,DNA damage/repair,1,31
AtomPair,387,1719,Cell cycle/mitosis,2,20
AtomPair,387,1719,Nuclear receptor/xenobiotic,2,20
AtomPair,387,1719,MAPK/RTK,1,20
AtomPair,449,1835,Lipid/transport state,1,10
AtomPair,449,1835,Microtubule,1,10
AtomPair,534,1080,Nuclear receptor/xenobiotic,1,6
AtomPair,570,1112,Nuclear receptor/xenobiotic,1,23
AtomPair,570,1112,Proteostasis,1,23
AtomPair,529,1486,Nuclear receptor/xenobiotic,3,32
AtomPair,529,1486,Cell cycle/mitosis,2,32
AtomPair,529,1486,MAPK/RTK,1,32
AtomPair,529,1486,PI3K/AKT/mTOR,1,32
AtomPair,1339,1553,Nuclear receptor/xenobiotic,1,8
AtomPair,1220,1539,Cell cycle/mitosis,3,38
AtomPair,1220,1539,DNA damage/repair,1,38
AtomPair,1220,1539,Nuclear receptor/xenobiotic,1,38
AtomPair,1220,1539,PI3K/AKT/mTOR,1,38
AtomPair,1169,1709,Cell cycle/mitosis,1,16
AtomPair,1445,1763,Cell cycle/mitosis,1,10
AtomPair,1445,1763,PI3K/AKT/mTOR,1,10
AtomPair,1110,1585,Epigenetic/chromatin,1,17
AtomPair,1382,1719,Cell cycle/mitosis,1,11
AtomPair,470,1300,Cell cycle/mitosis,1,14
AtomPair,470,1300,DNA damage/repair,1,14
AtomPair,470,1300,Microtubule,1,14
AtomPair,1236,1585,Nuclear receptor/xenobiotic,2,30
AtomPair,1236,1585,Cell cycle/mitosis,1,30
AtomPair,1236,1585,MAPK/RTK,1,30
AtomPair,1236,1585,PI3K/AKT/mTOR,1,30
AtomPair,958,1241,MAPK/RTK,2,18
AtomPair,958,1241,DNA damage/repair,1,18
AtomPair,958,1241,Microtubule,1,18
AtomPair,958,1241,Nuclear receptor/xenobiotic,1,18
AtomPair,1226,1692,Nuclear receptor/xenobiotic,3,23
AtomPair,1226,1692,MAPK/RTK,2,23
AtomPair,1226,1692,Cell cycle/mitosis,1,23
AtomPair,1226,1692,PI3K/AKT/mTOR,1,23
AtomPair,1119,1178,DNA damage/repair,1,7
AtomPair,273,1236,Cell cycle/mitosis,2,25
AtomPair,273,1236,MAPK/RTK,1,25
AtomPair,273,1236,PI3K/AKT/mTOR,1,25
AtomPair,580,1428,Cell cycle/mitosis,1,29
AtomPair,580,1428,Lipid/transport state,1,29
AtomPair,580,1428,Nuclear receptor/xenobiotic,1,29
AtomPair,300,1437,Lipid/transport state,1,25
AtomPair,300,1437,MAPK/RTK,1,25
AtomPair,120,1501,MAPK/RTK,1,12
AtomPair,120,1501,Microtubule,1,12
AtomPair,273,1382,Cell cycle/mitosis,1,21
AtomPair,555,1641,Nuclear receptor/xenobiotic,3,14
AtomPair,555,1641,MAPK/RTK,2,14
AtomPair,555,1641,Cell cycle/mitosis,1,14
AtomPair,555,1641,Epigenetic/chromatin,1,14
AtomPair,1043,1763,Lipid/transport state,1,21
AtomPair,1043,1763,Nuclear receptor/xenobiotic,1,21
AtomPair,1043,1763,PI3K/AKT/mTOR,1,21
AtomPair,436,958,Cell cycle/mitosis,2,24
AtomPair,436,958,DNA damage/repair,1,24
AtomPair,35,1186,Nuclear receptor/xenobiotic,3,26
AtomPair,35,1186,Cell cycle/mitosis,1,26
AtomPair,1047,1707,Cell cycle/mitosis,3,32
AtomPair,1047,1707,Nuclear receptor/xenobiotic,2,32
AtomPair,1047,1707,Lipid/transport state,1,32
AtomPair,1047,1707,MAPK/RTK,1,32
AtomPair,1047,1707,PI3K/AKT/mTOR,1,32
AtomPair,636,1011,PI3K/AKT/mTOR,2,26
AtomPair,636,1011,Cell cycle/mitosis,1,26
AtomPair,636,1011,DNA damage/repair,1,26
AtomPair,449,586,Cell cycle/mitosis,3,20
AtomPair,449,586,PI3K/AKT/mTOR,1,20
AtomPair,314,592,Nuclear receptor/xenobiotic,1,1
AtomPair,528,812,Nuclear receptor/xenobiotic,2,24
AtomPair,528,812,Cell cycle/mitosis,1,24
AtomPair,528,812,Lipid/transport state,1,24
AtomPair,528,812,MAPK/RTK,1,24
AtomPair,0,608,Cell cycle/mitosis,2,32
AtomPair,450,454,Cell cycle/mitosis,2,23
AtomPair,450,454,PI3K/AKT/mTOR,2,23
AtomPair,1060,1692,DNA damage/repair,2,14
AtomPair,1060,1692,Nuclear receptor/xenobiotic,2,14
AtomPair,1060,1692,Cell cycle/mitosis,1,14
AtomPair,1060,1692,MAPK/RTK,1,14
AtomPair,1431,1468,Cell cycle/mitosis,1,24
AtomPair,1431,1468,Lipid/transport state,1,24
AtomPair,1431,1468,Nuclear receptor/xenobiotic,1,24
AtomPair,246,571,Cell cycle/mitosis,2,32
AtomPair,246,571,Nuclear receptor/xenobiotic,2,32
AtomPair,221,599,Cell cycle/mitosis,2,15
AtomPair,221,599,Lipid/transport state,1,15
AtomPair,221,599,Proteostasis,1,15
AtomPair,389,1011,Nuclear receptor/xenobiotic,1,22
AtomPair,1060,1226,MAPK/RTK,1,13
AtomPair,1060,1226,Nuclear receptor/xenobiotic,1,13
AtomPair,1503,1739,Cell cycle/mitosis,1,21
AtomPair,1389,1486,Cell cycle/mitosis,4,26
AtomPair,1389,1486,MAPK/RTK,1,26
AtomPair,1389,1486,Nuclear receptor/xenobiotic,1,26
AtomPair,1389,1486,PI3K/AKT/mTOR,1,26
AtomPair,35,314,DNA damage/repair,1,3
AtomPair,35,314,Nuclear receptor/xenobiotic,1,3
AtomPair,1189,1236,Nuclear receptor/xenobiotic,2,31
AtomPair,1189,1236,Cell cycle/mitosis,1,31
AtomPair,1189,1236,PI3K/AKT/mTOR,1,31
AtomPair,1435,1522,Proteostasis,1,2
AtomPair,1112,1489,Proteostasis,1,20
AtomPair,672,1420,Cell cycle/mitosis,1,32
AtomPair,672,1420,Lipid/transport state,1,32
AtomPair,672,1420,MAPK/RTK,1,32
AtomPair,672,1420,PI3K/AKT/mTOR,1,32
AtomPair,320,1835,Nuclear receptor/xenobiotic,1,5
AtomPair,436,1649,Cell cycle/mitosis,2,19
AtomPair,685,1220,Cell cycle/mitosis,2,23
AtomPair,685,1220,Nuclear receptor/xenobiotic,1,23
AtomPair,685,1220,PI3K/AKT/mTOR,1,23
AtomPair,120,1186,Cell cycle/mitosis,1,30
AtomPair,120,1186,Epigenetic/chromatin,1,30
AtomPair,120,1186,MAPK/RTK,1,30
AtomPair,120,1186,Microtubule,1,30
AtomPair,120,1186,Nuclear receptor/xenobiotic,1,30
AtomPair,1238,1649,Cell cycle/mitosis,2,38
AtomPair,1238,1649,MAPK/RTK,1,38
AtomPair,1238,1649,Nuclear receptor/xenobiotic,1,38
AtomPair,1238,1649,Proteostasis,1,38
AtomPair,232,1739,Cell cycle/mitosis,1,23
AtomPair,232,1739,Lipid/transport state,1,23
AtomPair,116,673,DNA damage/repair,2,27
AtomPair,116,673,Cell cycle/mitosis,1,27
AtomPair,116,673,Nuclear receptor/xenobiotic,1,27
AtomPair,120,389,MAPK/RTK,1,27
AtomPair,120,389,Nuclear receptor/xenobiotic,1,27
AtomPair,1238,1389,Cell cycle/mitosis,2,21
AtomPair,1238,1389,MAPK/RTK,1,21
AtomPair,449,555,Cell cycle/mitosis,1,5
AtomPair,273,1323,Cell cycle/mitosis,2,29
AtomPair,273,1323,PI3K/AKT/mTOR,1,29
AtomPair,83,1763,Cell cycle/mitosis,2,19
AtomPair,1043,1220,Lipid/transport state,1,22
AtomPair,1043,1220,PI3K/AKT/mTOR,1,22
AtomPair,340,1047,Cell cycle/mitosis,1,15
AtomPair,340,1047,Nuclear receptor/xenobiotic,1,15
AtomPair,340,1047,PI3K/AKT/mTOR,1,15
