method,query_idx,retrieved_idx,pair_a,pair_b,rank,method_score,prism_response_corr,top_gene_k,shared_top_gene_count,shared_top_gene_jaccard,shared_gene_hypergeom_p,shared_gene_neglog10p,num_category_hits,num_unique_categories,dominant_categories,query_name,retrieved_name,query_moa,retrieved_moa,query_targets,retrieved_targets,known_target_hits_top_gene,known_target_hits_shared_gene,shared_gene_symbols_top20
CGP-Align,1420,762,762,1420,21,0.8532800078392029,0.5106099247932434,50,30,0.42857142857142855,4.2070915821666967e-57,56.37601803393101,3,3,Cell cycle/mitosis:1; MAPK/RTK:1; PI3K/AKT/mTOR:1,OSI-420,bosutinib,EGFR inhibitor,"Abl kinase inhibitor, Bcr-Abl kinase inhibitor, src inhibitor",EGFR,"ABL1, BCR, CAMK1D, CAMK2G, CDK2, FRK, FYN, HCK, LYN, MAP2K1, MAP2K2, MAP3K2, MAP4K5, SRC, STK10, STK24, STK4, TNK2, TXK",CAMK1D,,RUNX3;RUNX2;WRN;CHN2;SOCS2;MED14;RUNX1;CISH;SOCS3;POLQ;SYT11;PIK3R3;PI4KA;MDM2;REV3L;DDX56;E2F4;SOCS6;SYT12;ACVR1
CGP-Align,1128,1339,1128,1339,21,0.6348366737365723,0.5051876902580261,50,6,0.06382978723404255,8.580433222801445e-07,6.066490784234942,1,1,Cell cycle/mitosis:1,TW-37,ciclopirox,BCL inhibitor,membrane integrity inhibitor,"BCL2, BCL2L1, MCL1",ATP1A1,,,REV3L;NANOG;CCNA1;PPP1R3C;IL17RD;SGK3
CGP-Align,1470,334,334,1470,21,0.4341517686843872,0.4786196947097778,50,7,0.07526881720430108,3.209236725104128e-08,7.493598246564641,4,3,Cell cycle/mitosis:2; DNA damage/repair:1; Nuclear receptor/xenobiotic:1,OSI-930,ABT-751,"KIT inhibitor, VEGFR inhibitor",tubulin polymerization inhibitor,"KDR, KIT",TUBB,,,BRCA2;LAX1;LMTK2;CDC42EP3;POLQ;CDCA3;FARP2
CGP-Align,1527,1073,1073,1527,21,0.8784788846969604,0.4384649097919464,50,35,0.5384615384615384,1.712975643552738e-71,70.76624881213422,6,5,Cell cycle/mitosis:2; Lipid/transport state:1; MAPK/RTK:1; Nuclear receptor/xenobiotic:1,saracatinib,TWS-119,src inhibitor,glycogen synthase kinase inhibitor,"ABL1, LCK, SRC, YES1","GSK3B, JUN, MYC",,,CHN2;RUNX3;RUNX2;WRN;REV3L;POLQ;RUNX1;SYT11;SOCS2;MED14;AFF1;AFF3;DDX56;SOCS3;MDM2;CDC25A;CISH;SLC2A11;ACVR1;PI4KA
CGP-Align,449,1236,449,1236,21,0.7161616683006287,0.4209660291671753,50,21,0.26582278481012656,1.0606796405142755e-34,33.97441576724446,4,3,Cell cycle/mitosis:2; MAPK/RTK:1; PI3K/AKT/mTOR:1,LB42708,CCT129202,farnesyltransferase inhibitor,Aurora kinase inhibitor,,"AURKA, AURKB, AURKC",,,CHN2;SYT11;TAGAP;PIK3R3;RACGAP1;E2F4;ACVR1;CDC25A;FGFR2;EHMT1;DDX56;SOCS6;PSKH1;AFF3;PLK1;POLQ;SYT1;FBXO5;E2F5;PRPF8
CGP-Align,1339,816,816,1339,21,0.6717957258224487,0.3993957638740539,50,14,0.16279069767441862,4.131649942757383e-20,19.383876481530194,2,2,Cell cycle/mitosis:1; DNA damage/repair:1,crystal-violet,ciclopirox,other antibiotic,membrane integrity inhibitor,,ATP1A1,,,BRCA2;MDM2;DDX56;REV3L;CCNA1;TRRAP;POLQ;MKNK1;SRA1;PPP1R3C;FRMD6;SGK3;PPP1R3A;E2F4
CGP-Align,1259,1069,1069,1259,21,0.6635085940361023,0.3831669986248016,50,10,0.1111111111111111,6.082146886560177e-13,12.215943095659785,2,2,DNA damage/repair:1; MAPK/RTK:1,YM-155,tetramethylthiuram-monosulfide,survivin inhibitor,,BIRC5,,,,FRMD6;KSR2;BRCA2;MAP2K5;NCKIPSD;POLQ;GYPB;CHN2;PPP1R3A;NANOG
CGP-Align,1692,1489,1489,1692,21,0.7699587941169739,0.381443977355957,50,22,0.28205128205128205,5.50373248182237e-37,36.25934268387355,7,4,Nuclear receptor/xenobiotic:3; Cell cycle/mitosis:2; DNA damage/repair:1; MAPK/RTK:1,abemaciclib,PTC-209,CDK inhibitor,BMI-1 inhibitor,"CDK4, CDK6",,,,CHN2;REV3L;MAP3K2;POLQ;CDC25A;BRCA2;WRN;PRPF8;RACGAP1;AFF3;MDM2;ARHGEF26;PCNA;EHMT1;SGK3;E2F5;FARP2;ARHGEF9;CCNA1;SOCS2
CGP-Align,1169,1181,1169,1181,21,0.709251880645752,0.3776912987232208,50,12,0.13636363636363635,2.0644478333310228e-16,15.685196086866643,4,4,Cell cycle/mitosis:1; DNA damage/repair:1; Epigenetic/chromatin:1; Nuclear receptor/xenobiotic:1,gossypol,diphenyleneiodonium,"BCL inhibitor, MCL1 inhibitor",nitric oxide synthase inhibitor,BCL2,"NOS2, NOS3",,,TRRAP;THPO;CCNA1;FRMD6;USP10;WRN;NANOG;BRCA2;IFNA1;PPP1R3C;SOCS6;SMARCA1
CGP-Align,74,54,54,74,21,0.7930156588554382,0.3690422773361206,50,25,0.3333333333333333,3.851724614109988e-44,43.414344771092615,3,2,Cell cycle/mitosis:2; MAPK/RTK:1,CHIR-99021,enzastaurin,glycogen synthase kinase inhibitor,PKC inhibitor,"CDK1, GSK3A, GSK3B, MAPK1","AKT1, GSK3B, PRKCA, PRKCB, PRKCD, PRKCG",,,CHN2;RUNX3;RUNX2;CDC25A;TAGAP;RUNX1;SGK3;WRN;NCKIPSD;AFF3;CAMK1D;REV3L;PI4KA;GRK6;PAK1;RPS6KB1;PCNA;STK26;CSNK1D;TNFRSF17
CGP-Align,470,673,470,673,21,0.5760872960090637,0.3681502342224121,50,14,0.16279069767441862,4.131649942757383e-20,19.383876481530194,3,2,DNA damage/repair:2; Nuclear receptor/xenobiotic:1,fenbendazole,CUDC-907,tubulin polymerization inhibitor,PI3K inhibitor,TUBB,"HDAC2, PIK3R1",,,MDM2;CHN2;DDX56;PRPF8;REV3L;MED14;BRCA2;TRRAP;WEE1;FBXO5;ARHGEF26;RACGAP1;MYBBP1A;SYT11
CGP-Align,529,105,105,529,21,0.8639373183250427,0.3654963374137878,50,28,0.3888888888888889,9.320406357835471e-52,51.030565152547474,3,3,Cell cycle/mitosis:1; MAPK/RTK:1; Nuclear receptor/xenobiotic:1,PRT062070,VER-49009,"JAK inhibitor, syk inhibitor",HSP inhibitor,SYK,HSP90AA1,SYK,SYK,CHN2;RUNX3;SYT11;DDX56;WRN;REV3L;MED14;RUNX2;POLQ;RUNX1;PI4KA;CISH;MDM2;SOCS3;SOCS2;AFF3;ARHGEF16;CDC25A;SYT12;TRRAP
CGP-Align,355,1445,355,1445,21,0.4838354885578155,0.3638519048690796,50,5,0.05263157894736842,1.8838077889980352e-05,4.724963411753355,3,3,Cell cycle/mitosis:1; DNA damage/repair:1; Proteostasis:1,amuvatinib,NMS-873,"FLT3 inhibitor, KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor, RAD51 inhibitor, RET tyrosine kinase inhibitor",ATPase inhibitor,"KIT, MET",VCP,,,HSPB8;AFF3;CDK2;BRCA2;TCIRG1
CGP-Align,816,389,389,816,21,0.7189179062843323,0.3582707047462463,50,20,0.25,1.8231879712232907e-32,31.739168553146122,3,2,Nuclear receptor/xenobiotic:2; Cell cycle/mitosis:1,AZD3463,crystal-violet,"ALK tyrosine kinase receptor inhibitor, insulin growth factor receptor inhibitor",other antibiotic,"ALK, IGF1R",,,,CHN2;REV3L;DDX56;PRPF8;TRRAP;ARHGEF26;FBXO5;POLQ;MDM2;MED14;SOCS6;WRN;E2F5;EHMT1;SGK3;UBTF;CRKL;E2F4;CCNA2;ARHGEF16
CGP-Align,1781,1486,1486,1781,21,0.8340275883674622,0.3439579308032989,50,26,0.35135135135135137,1.256351603930026e-46,45.90088880146085,1,1,Nuclear receptor/xenobiotic:1,NVP-TAE226,AV-412,protein tyrosine kinase inhibitor,protein tyrosine kinase inhibitor,PTK2,"EGFR, ERBB2",,,CHN2;REV3L;MED14;TAGAP;SOCS6;RUNX3;SYT11;DDX56;POLQ;SOCS3;PRPF8;CISH;AFF3;SOCS2;MDM2;CRKL;TRRAP;MED13;SYT12;BPTF
CGP-Align,534,1299,534,1299,21,0.677643358707428,0.3427670300006866,50,14,0.16279069767441862,4.131649942757383e-20,19.383876481530194,1,1,Epigenetic/chromatin:1,PHA-793887,TAS-103,CDK inhibitor,topoisomerase inhibitor,"CDK1, CDK2, CDK4, CDK5, CDK7, CDK9",TOP1,,,PI4KA;NCF4;SGK3;SYT4;HS1BP3;SNX16;PNO1;CHN2;TNFRSF14;CRKL;TRIP10;KDM5A;CAMK1D;SYT1
CGP-Align,762,528,528,762,21,0.8642294406890869,0.3374468386173248,50,33,0.4925373134328358,1.4992566019752974e-65,64.82412403007055,4,2,Cell cycle/mitosis:2; PI3K/AKT/mTOR:2,rociletinib,OSI-420,EGFR inhibitor,EGFR inhibitor,EGFR,EGFR,,,RUNX3;MED14;SOCS2;RUNX2;RUNX1;CISH;CHN2;SOCS3;WRN;PI4KA;REV3L;SYT11;DDX56;AFF3;MDM2;SOCS6;POLQ;TRRAP;PIK3R3;AFF1
CGP-Align,1564,1460,1460,1564,21,0.5838784575462341,0.3353497684001922,50,12,0.13636363636363635,2.0644478333310228e-16,15.685196086866643,0,0,,amonafide,proflavine-hemisulfate,topoisomerase inhibitor,topical anesthetic,"TOP2A, TOP2B",F2,,,IFNA1;IFNA13;IFNA2;IFNA6;IFNA5;IFNA14;TNFRSF17;IFNA8;SKP2;FBXO5;KSR2;SOCS6
CGP-Align,976,1527,976,1527,21,0.8454514741897583,0.3316747844219208,50,28,0.3888888888888889,9.320406357835471e-52,51.030565152547474,4,3,Cell cycle/mitosis:2; MAPK/RTK:1; PI3K/AKT/mTOR:1,R406,TWS-119,SYK inhibitor,glycogen synthase kinase inhibitor,"RET, SYK","GSK3B, JUN, MYC",,,RUNX3;CHN2;MED14;RUNX2;REV3L;RUNX1;AFF3;SYT11;AFF1;WRN;SOCS3;SOCS2;MDM2;TAGAP;DDX56;PAGE1;PIK3R3;CCNT1;SYT12;TAF1
CGP-Align,1092,570,570,1092,21,0.6998567581176758,0.327113389968872,50,15,0.17647058823529413,4.846287989994581e-22,21.31459078154205,2,2,Cell cycle/mitosis:1; Nuclear receptor/xenobiotic:1,AT13387,JNJ-26481585,HSP antagonist,HDAC inhibitor,HSP90AA1,"HDAC1, HDAC10, HDAC11, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9, MDM2",MDM2,MDM2,SOCS6;FBXO5;SGK3;CHN2;UBTF;SNX16;TRRAP;CCNA1;MDM2;ARAP3;PRDM2;REV3L;RFC1;NANOG;SRA1
CGP-Align,1425,1707,1425,1707,21,0.5857129693031311,0.3211081027984619,50,7,0.07526881720430108,3.209236725104128e-08,7.493598246564641,1,1,Cell cycle/mitosis:1,BRD4770,RAF265,histone lysine methyltransferase inhibitor,"RAF inhibitor, VEGFR inhibitor",EHMT2,BRAF,,,DDX56;MKNK1;TRRAP;MYBBP1A;EIF2AK1;PDPK1;PLK1
CGP-Align,1095,1437,1095,1437,21,0.7267184853553772,0.3207696080207824,50,20,0.25,1.8231879712232907e-32,31.739168553146122,3,2,Nuclear receptor/xenobiotic:2; Lipid/transport state:1,PP-2,vandetanib,src inhibitor,"EGFR inhibitor, RET tyrosine kinase inhibitor, VEGFR inhibitor","ABL1, LCK, LYN, RIPK2, SRC","EGFR, EPHA1, EPHA10, EPHA2, EPHA3, EPHA4, EPHA5, EPHA6, EPHA7, EPHA8, EPHB1, EPHB2, EPHB3, EPHB4, EPHB6, ERBB2, ERBB3, ERBB4, FLT1, FLT4, KDR, PTK6, RET, SRC, TEK, VEGFA",EPHA4,,RUNX3;RUNX1;RUNX2;CHN2;MED14;AFF3;AFF1;SLC2A11;TAF1;TAGAP;SOCS6;SOCS3;EIF4G1;TCF20;STARD8;KMT2C;STARD13;CSK;STAG1;HDGF
CGP-Align,227,1196,227,1196,21,0.838335394859314,0.3149507343769073,50,31,0.4492753623188406,7.362056947957032e-60,59.133000827464215,5,3,Cell cycle/mitosis:2; PI3K/AKT/mTOR:2; DNA damage/repair:1,buparlisib,WYE-125132,PI3K inhibitor,mTOR inhibitor,"PIK3CA, PIK3CG",MTOR,MTOR,MTOR,CISH;CHN2;RUNX3;SOCS3;DDX56;AFF3;REV3L;RUNX2;TRRAP;SOCS2;MED14;PI4KA;WRN;BRCA2;CDC25A;PIK3R3;POLQ;SYT11;MED13;RUNX1
CGP-Align,1011,1073,1011,1073,21,0.8797923922538757,0.3138599991798401,50,30,0.42857142857142855,4.2070915821666967e-57,56.37601803393101,5,4,Cell cycle/mitosis:2; Lipid/transport state:1; MAPK/RTK:1; PI3K/AKT/mTOR:1,PP-121,saracatinib,protein tyrosine kinase inhibitor,src inhibitor,"ABL1, EGFR, HCK, KDR, MTOR, PDGFRA, PIK3CA, PIK3CB, PIK3CD, PIK3CG, PRKDC, SRC","ABL1, LCK, SRC, YES1",MTOR,,CHN2;RUNX3;RUNX2;RUNX1;WRN;CDC25A;POLQ;REV3L;DDX56;AFF3;MED14;SOCS3;PI4KA;CISH;SYT11;SLC2A11;AFF1;PIK3R3;E2F4;PCNA
CGP-Align,1394,685,685,1394,22,0.468333750963211,0.6350280046463013,50,5,0.05263157894736842,1.8838077889980352e-05,4.724963411753355,1,1,Nuclear receptor/xenobiotic:1,GW-843682X,methiazole,PLK inhibitor,anthelmintic agent,"PLK1, PLK3",,PLK1,,MDM2;MED14;FBXO5;RACGAP1;ARHGEF26
CGP-Align,1214,232,232,1214,22,0.8522999882698059,0.6326367259025574,50,27,0.3698630136986301,3.636436345798233e-49,48.43932401015787,2,2,MAPK/RTK:1; Nuclear receptor/xenobiotic:1,foretinib,NVP-TAE684,VEGFR inhibitor,ALK tyrosine kinase receptor inhibitor,"FLT1, FLT4, KDR, MET","ALK, INSR",,,CHN2;RUNX3;SYT11;TAGAP;REV3L;SOCS6;RUNX2;MDM2;MED14;SYT12;TRIP10;RUNX1;POLQ;EHMT1;AFF3;ARHGEF25;KMT2C;FGFR2;PI4KA;NSD1
CGP-Align,1047,11,11,1047,22,0.8126228451728821,0.4737551510334015,50,24,0.3157894736842105,1.0496823698947559e-41,40.978942096997415,6,5,Nuclear receptor/xenobiotic:2; Cell cycle/mitosis:1; Lipid/transport state:1; MAPK/RTK:1,MEK162,TAK-632,MEK inhibitor,RAF inhibitor,"MAP2K1, MAP2K2",BRAF,,,SOCS3;DDX56;CHN2;TRRAP;MED14;RUNX3;WRN;RUNX2;ARHGEF16;PIK3R3;PLK1;CSNK1D;SYT11;MAP2K7;RUNX1;ARHGEF25;SYK;POLQ;REV3L;MKNK1
CGP-Align,1835,1112,1112,1835,22,0.6952470541000366,0.4538949131965637,50,18,0.21951219512195122,3.819985189669634e-28,27.417938320872903,1,1,Nuclear receptor/xenobiotic:1,dovitinib,cyt387,"EGFR inhibitor, FGFR inhibitor, FLT3 inhibitor, PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor",,"CSF1R, EGFR, FGFR1, FGFR2, FGFR3, FLT1, FLT3, FLT4, INSR, KDR, KIT, PDGFRA, PDGFRB","JAK1, JAK2, JAK3",,,CHN2;REV3L;RUNX2;SYT12;SYT11;POLQ;RUNX3;MDM2;TRIP10;FBXO5;RUNX1;MED14;WRN;STARD8;SYT4;AFF1;CTDSP2;WASF1
CGP-Align,367,1420,367,1420,22,0.8056896328926086,0.444948673248291,50,22,0.28205128205128205,5.50373248182237e-37,36.25934268387355,3,3,Lipid/transport state:1; MAPK/RTK:1; Nuclear receptor/xenobiotic:1,BIBX-1382,bosutinib,EGFR inhibitor,"Abl kinase inhibitor, Bcr-Abl kinase inhibitor, src inhibitor","EGFR, ERBB2","ABL1, BCR, CAMK1D, CAMK2G, CDK2, FRK, FYN, HCK, LYN, MAP2K1, MAP2K2, MAP3K2, MAP4K5, SRC, STK10, STK24, STK4, TNK2, TXK",CAMK1D,,RUNX3;CHN2;MED14;RUNX2;RUNX1;SYT12;SYT11;RD3;TAGAP;MDM2;KMT2C;REV3L;SLC2A11;DEF6;SOCS3;SOCS6;PI4KA;SYT4;STARD8;E2F1
CGP-Align,636,881,636,881,22,0.7413398027420044,0.4318514466285705,50,26,0.35135135135135137,1.256351603930026e-46,45.90088880146085,3,2,PI3K/AKT/mTOR:2; Cell cycle/mitosis:1,CH5132799,PP242,PI3K inhibitor,mTOR inhibitor,"MTOR, PIK3CA, PIK3CB, PIK3CD, PIK3CG","MTOR, PASK",MTOR,MTOR,RUNX3;RUNX1;RUNX2;MED14;AFF3;DDX56;WRN;CCNT1;SOCS3;PI4KA;TAF1;MDM2;REV3L;PAGE1;AFF1;PIK3R3;E2F1;SYT11;SYT12;CISH
CGP-Align,1236,105,105,1236,22,0.8575791716575623,0.4281975030899048,50,31,0.4492753623188406,7.362056947957032e-60,59.133000827464215,7,5,Cell cycle/mitosis:2; Nuclear receptor/xenobiotic:2; DNA damage/repair:1; MAPK/RTK:1,PRT062070,CCT129202,"JAK inhibitor, syk inhibitor",Aurora kinase inhibitor,SYK,"AURKA, AURKB, AURKC",SYK,SYK,CHN2;REV3L;SYT11;TAGAP;DDX56;POLQ;WRN;PIK3R3;BRCA2;MDM2;MED14;SYT12;ARHGEF16;SOCS3;ARHGEF26;SYT4;CDC25A;RACGAP1;RUNX3;SOCS6
CGP-Align,436,529,436,529,22,0.829498827457428,0.4193289875984192,50,26,0.35135135135135137,1.256351603930026e-46,45.90088880146085,3,2,Cell cycle/mitosis:2; PI3K/AKT/mTOR:1,CYC116,VER-49009,Aurora kinase inhibitor,HSP inhibitor,"AURKA, AURKB, KDR",HSP90AA1,,,RUNX3;CHN2;RUNX2;MED14;RUNX1;REV3L;AFF3;WRN;PI4KA;DDX56;AFF1;SOCS3;POLQ;SYT11;SYT12;CISH;CDC25A;PAGE1;SOCS2;MDM2
CGP-Align,1655,1339,1339,1655,22,0.5593099594116211,0.4161928594112396,50,9,0.0989010989010989,2.668054406809387e-11,10.573805318557522,0,0,,ciclopirox,9-aminoacridine,membrane integrity inhibitor,,ATP1A1,,,,MYBL1;NSD1;PRDM2;MDM2;SSX1;NANOG;ZNF253;GYPB;IL17RD
CGP-Align,355,1713,355,1713,22,0.4773179590702057,0.4033020436763763,50,2,0.02040816326530612,0.044175789150082585,1.3548156835763752,1,1,DNA damage/repair:1,amuvatinib,berberine,"FLT3 inhibitor, KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor, RAD51 inhibitor, RET tyrosine kinase inhibitor",LDL receptor activator,"KIT, MET",LDLR,,,BRCA2;KSR2
CGP-Align,1428,1074,1074,1428,22,0.5365663766860962,0.4014675915241241,50,8,0.08695652173913043,1.0043928957970136e-09,8.998096367770213,1,1,Cell cycle/mitosis:1,teroxirone,SC-144,DNA inhibitor,P glycoprotein inhibitor,,,,,CCNA1;NFKBIE;THPO;PPP1R3C;NANOG;PIP4K2A;MKNK1;PIP4K2B
CGP-Align,613,1382,613,1382,22,0.6048674583435059,0.4008184373378753,50,11,0.12359550561797752,1.2002123197780373e-14,13.920741919659442,2,2,Cell cycle/mitosis:1; Nuclear receptor/xenobiotic:1,AMG900,LY2784544,Aurora kinase inhibitor,JAK inhibitor,"AURKA, AURKB, AURKC","JAK2, JAK3",,,CDC25A;E2F4;AFF1;LARP6;KMT2C;RUNX2;EP300;EIF2AK1;REV3L;CREBBP;TAGAP
CGP-Align,1001,898,898,1001,22,0.541388988494873,0.3911313116550445,50,12,0.13636363636363635,2.0644478333310228e-16,15.685196086866643,2,2,Lipid/transport state:1; Nuclear receptor/xenobiotic:1,menadione,SU3327,"mitochondrial DNA polymerase inhibitor, phosphatase inhibitor",JNK inhibitor,"AOX1, BGLAP, F10, F2, F7, F9, GGCX, NQO1, NQO2, PROC, PROS1, PROZ, VKORC1, VKORC1L1",MAPK8,,,NCKIPSD;IFNA6;IFNA2;IFNA5;IFNA1;PIAS1;IFNA13;IFNA14;CARD9;IFNA8;SLC51B;PIAS3
CGP-Align,841,1189,841,1189,22,0.8305169939994812,0.3781450092792511,50,30,0.42857142857142855,4.2070915821666967e-57,56.37601803393101,7,4,Cell cycle/mitosis:4; MAPK/RTK:1; Nuclear receptor/xenobiotic:1; PI3K/AKT/mTOR:1,AT-9283,NMS-1286937,"Aurora kinase inhibitor, JAK inhibitor",PLK inhibitor,"AURKA, AURKB, JAK2, JAK3, RPS6KA6, STK17A","FLT3, PLK1, PLK2, PLK3",AURKB,,CHN2;WRN;DDX56;PI4KA;SOCS2;MED14;TRRAP;RUNX2;RUNX3;CISH;SYT11;FBXO5;CDC25A;HS1BP3;CRKL;REV3L;ARHGEF16;AFF3;CCNA1;SOCS3
CGP-Align,570,51,51,570,22,0.8385577201843262,0.3748089373111725,50,26,0.35135135135135137,1.256351603930026e-46,45.90088880146085,1,1,Cell cycle/mitosis:1,WZ-3146,AT13387,EGFR inhibitor,HSP antagonist,EGFR,HSP90AA1,,,SOCS6;CHN2;REV3L;FBXO5;SYT11;PI4KA;RUNX3;MDM2;SOCS2;POLQ;HS1BP3;WRN;UBTF;TRRAP;AFF3;NSD1;RUNX2;SYT4;CISH;CRKL
CGP-Align,1095,976,976,1095,22,0.7233185768127441,0.3626999258995056,50,23,0.2987012987012987,2.5463133512683163e-39,38.594088152782554,5,4,Cell cycle/mitosis:2; MAPK/RTK:1; Nuclear receptor/xenobiotic:1; PI3K/AKT/mTOR:1,R406,PP-2,SYK inhibitor,src inhibitor,"RET, SYK","ABL1, LCK, LYN, RIPK2, SRC",,,RUNX3;RUNX1;MED14;CHN2;RUNX2;AFF3;PIK3R3;AFF1;TAGAP;TAF1;SOCS3;CCNT1;SH3BP5;VGLL4;TAX1BP3;CDC25A;MAP3K2;RACGAP1;SOCS6;ARHGAP6
CGP-Align,543,1119,543,1119,22,0.4441398978233337,0.3618772029876709,50,7,0.07526881720430108,3.209236725104128e-08,7.493598246564641,1,1,DNA damage/repair:1,albendazole,CUDC-101,tubulin polymerization inhibitor,EGFR inhibitor,"TUBA1A, TUBB, TUBB4B","EGFR, ERBB2",,,MDM2;MED14;SYT4;WEE1;FBXO5;RACGAP1;GRB7
CGP-Align,387,396,387,396,22,0.8730396628379822,0.3594116568565368,50,32,0.47058823529411764,1.1262266741723024e-62,61.9483741908037,2,2,Cell cycle/mitosis:1; MAPK/RTK:1,tozasertib,CCT137690,"Aurora kinase inhibitor, Bcr-Abl kinase inhibitor, FLT3 inhibitor, JAK inhibitor",Aurora kinase inhibitor,"AURKA, AURKB, AURKC, LCK","AURKA, AURKB, AURKC",,,CHN2;REV3L;WRN;POLQ;MDM2;SOCS2;SYT11;PI4KA;RUNX3;FBXO5;SOCS6;RUNX2;AFF3;SYT4;EHMT1;RFC1;CDC25A;HS1BP3;MED14;CISH
CGP-Align,1854,1069,1069,1854,22,0.570306658744812,0.3550563454627991,50,9,0.0989010989010989,2.668054406809387e-11,10.573805318557522,1,1,DNA damage/repair:1,YM-155,NH125,survivin inhibitor,eukaryotic translation elongation factor 2 inhibitor,BIRC5,,,,MAT1A;FRMD6;RNF19A;ASS1;CHN2;EEF1A1;PPP1R3C;RASSF2;BRCA2
CGP-Align,1692,283,283,1692,22,0.7693990468978882,0.3510113954544067,50,21,0.26582278481012656,1.0606796405142755e-34,33.97441576724446,6,5,Cell cycle/mitosis:2; DNA damage/repair:1; Epigenetic/chromatin:1; Microtubule:1,ETP-46464,PTC-209,ATR kinase inhibitor,BMI-1 inhibitor,,,,,CHN2;REV3L;CDC25A;POLQ;TAGAP;WRN;PCNA;PRPF8;BRCA2;E2F4;AFF3;E2F5;PIK3R3;RACGAP1;CSNK1D;CHD6;AFF1;PHACTR1;CDC42EP3;RIN2
CGP-Align,1739,309,309,1739,22,0.7262198328971863,0.342863917350769,50,25,0.3333333333333333,3.851724614109988e-44,43.414344771092615,1,1,Cell cycle/mitosis:1,crenolanib,NMS-E973,PDGFR tyrosine kinase receptor inhibitor,HSP inhibitor,"CSF1R, FLT3, KIT, PDGFRA, PDGFRB",,,,CHN2;PI4KA;SOCS2;RUNX3;CDC25A;RUNX2;SYT11;FBXO5;SOCS3;CISH;AFF3;HS1BP3;UBTF;DDX56;MED14;SOCS6;TRRAP;FRMD3;POLQ;SYT1
CGP-Align,1189,1236,1189,1236,22,0.8547950983047485,0.3362423479557037,50,31,0.4492753623188406,7.362056947957032e-60,59.133000827464215,4,3,Nuclear receptor/xenobiotic:2; Cell cycle/mitosis:1; PI3K/AKT/mTOR:1,NMS-1286937,CCT129202,PLK inhibitor,Aurora kinase inhibitor,"FLT3, PLK1, PLK2, PLK3","AURKA, AURKB, AURKC",,,CHN2;SYT11;DDX56;REV3L;WRN;SYT4;MED14;FBXO5;TAGAP;RACGAP1;ARHGEF26;PI4KA;MDM2;PIK3R3;POLQ;ARHGEF16;SYT12;CDC25A;SOCS6;UBTF
CGP-Align,1112,1489,1112,1489,22,0.7688257098197937,0.3274600505828857,50,20,0.25,1.8231879712232907e-32,31.739168553146122,1,1,Proteostasis:1,dovitinib,abemaciclib,"EGFR inhibitor, FGFR inhibitor, FLT3 inhibitor, PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor",CDK inhibitor,"CSF1R, EGFR, FGFR1, FGFR2, FGFR3, FLT1, FLT3, FLT4, INSR, KDR, KIT, PDGFRA, PDGFRB","CDK4, CDK6",,,CHN2;REV3L;POLQ;FBXO5;WRN;TRIP10;TRRAP;CRKL;MDM2;SOCS6;RUNX2;AFF3;PI4KA;RUNX3;HS1BP3;SYT11;RFC1;SYT4;UBE2N;CAND1
CGP-Align,958,1585,958,1585,22,0.8708255887031555,0.3267850875854492,50,32,0.47058823529411764,1.1262266741723024e-62,61.9483741908037,5,3,Cell cycle/mitosis:2; MAPK/RTK:2; Nuclear receptor/xenobiotic:1,NVP-AUY922,TAK-901,HSP inhibitor,Aurora kinase inhibitor,"HSP90AA1, HSP90AB1",AURKB,,,CHN2;REV3L;AFF3;SOCS2;WRN;TRRAP;POLQ;DDX56;RUNX3;MED14;CDC25A;PRPF8;MDM2;MAP3K2;CISH;SYT11;PI4KA;RUNX2;SOCS6;CSK
CGP-Align,1238,528,528,1238,22,0.8451913595199585,0.3264688849449157,50,27,0.3698630136986301,3.636436345798233e-49,48.43932401015787,2,1,Cell cycle/mitosis:2,rociletinib,barasertib-HQPA,EGFR inhibitor,Aurora kinase inhibitor,EGFR,AURKB,,,PI4KA;SOCS2;CHN2;SYT11;SOCS6;WRN;RUNX2;RUNX3;REV3L;AFF3;MED14;CISH;MDM2;RUNX1;HS1BP3;TRRAP;FBXO5;SYT4;NSD1;SOCS3
CGP-Align,1670,1437,1437,1670,22,0.7831390500068665,0.3242494165897369,50,24,0.3157894736842105,1.0496823698947559e-41,40.978942096997415,3,3,Lipid/transport state:1; MAPK/RTK:1; Nuclear receptor/xenobiotic:1,vandetanib,LY2228820,"EGFR inhibitor, RET tyrosine kinase inhibitor, VEGFR inhibitor",p38 MAPK inhibitor,"EGFR, EPHA1, EPHA10, EPHA2, EPHA3, EPHA4, EPHA5, EPHA6, EPHA7, EPHA8, EPHB1, EPHB2, EPHB3, EPHB4, EPHB6, ERBB2, ERBB3, ERBB4, FLT1, FLT4, KDR, PTK6, RET, SRC, TEK, VEGFA",MAPK14,EPHA4,,CHN2;RUNX3;SYT11;MED14;RUNX2;KMT2C;FGFR2;SYT12;TAGAP;SLC2A11;RD3;SOCS6;TCF20;TAF1;DEF6;SOCS2;STARD13;ASAP3;EIF4G1;ACVR1
